,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
30119,30120,2013,6,8,23,182.0,19,20.0,1007.0,3,0.89,0,0,2013-06-08 23:00:00
30120,30121,2013,6,9,0,172.0,19,20.0,1007.0,2,0.89,0,0,2013-06-09 00:00:00
30121,30122,2013,6,9,1,169.0,19,20.0,1007.0,0,3.13,0,0,2013-06-09 01:00:00
30122,30123,2013,6,9,2,169.0,19,20.0,1007.0,1,0.45,0,0,2013-06-09 02:00:00
30123,30124,2013,6,9,3,146.0,19,20.0,1007.0,0,1.79,0,0,2013-06-09 03:00:00
30124,30125,2013,6,9,4,142.0,19,20.0,1006.0,1,0.89,0,0,2013-06-09 04:00:00
30125,30126,2013,6,9,5,130.0,19,20.0,1007.0,1,1.78,0,0,2013-06-09 05:00:00
30126,30127,2013,6,9,6,153.0,19,20.0,1007.0,1,2.23,0,0,2013-06-09 06:00:00
30127,30128,2013,6,9,7,110.0,19,20.0,1008.0,0,1.79,0,0,2013-06-09 07:00:00
30128,30129,2013,6,9,8,21.0,18,19.0,1009.0,0,3.58,0,1,2013-06-09 08:00:00
30129,30130,2013,6,9,9,14.0,16,18.0,1010.0,0,9.39,0,2,2013-06-09 09:00:00
30130,30131,2013,6,9,10,13.0,16,18.0,1010.0,0,17.44,0,3,2013-06-09 10:00:00
30131,30132,2013,6,9,11,36.0,16,19.0,1010.0,0,23.25,0,4,2013-06-09 11:00:00
30132,30133,2013,6,9,12,14.0,16,18.0,1011.0,0,29.06,0,5,2013-06-09 12:00:00
30133,30134,2013,6,9,13,15.0,16,17.0,1012.0,0,34.87,0,6,2013-06-09 13:00:00
30134,30135,2013,6,9,14,16.0,16,17.0,1012.0,0,39.79,0,7,2013-06-09 14:00:00
30135,30136,2013,6,9,15,18.0,16,18.0,1012.0,0,43.81,0,8,2013-06-09 15:00:00
30136,30137,2013,6,9,16,16.0,16,18.0,1012.0,0,49.62,0,9,2013-06-09 16:00:00
30137,30138,2013,6,9,17,12.0,16,18.0,1011.0,0,53.64,0,10,2013-06-09 17:00:00
30138,30139,2013,6,9,18,17.0,15,18.0,1012.0,0,58.56,0,11,2013-06-09 18:00:00
30139,30140,2013,6,9,19,16.0,15,18.0,1012.0,0,61.69,0,12,2013-06-09 19:00:00
30140,30141,2013,6,9,20,22.0,15,18.0,1012.0,0,65.71,0,13,2013-06-09 20:00:00
30141,30142,2013,6,9,21,24.0,15,18.0,1013.0,0,69.73,0,0,2013-06-09 21:00:00
30142,30143,2013,6,9,22,27.0,16,18.0,1013.0,1,0.89,0,1,2013-06-09 22:00:00
30143,30144,2013,6,9,23,29.0,16,17.0,1013.0,1,1.78,0,2,2013-06-09 23:00:00
30144,30145,2013,6,10,0,33.0,16,17.0,1013.0,1,2.67,0,3,2013-06-10 00:00:00
30145,30146,2013,6,10,1,33.0,15,16.0,1013.0,1,3.56,0,0,2013-06-10 01:00:00
30146,30147,2013,6,10,2,32.0,15,16.0,1013.0,1,4.45,0,1,2013-06-10 02:00:00
30147,30148,2013,6,10,3,28.0,15,16.0,1013.0,3,0.89,0,0,2013-06-10 03:00:00
30148,30149,2013,6,10,4,31.0,15,16.0,1013.0,1,0.89,0,0,2013-06-10 04:00:00
30149,30150,2013,6,10,5,28.0,15,16.0,1013.0,2,0.89,0,0,2013-06-10 05:00:00
30150,30151,2013,6,10,6,38.0,15,16.0,1014.0,1,0.89,0,0,2013-06-10 06:00:00
30151,30152,2013,6,10,7,44.0,16,16.0,1014.0,1,1.78,0,0,2013-06-10 07:00:00
30152,30153,2013,6,10,8,45.0,16,17.0,1014.0,1,2.67,0,0,2013-06-10 08:00:00
30153,30154,2013,6,10,9,47.0,16,19.0,1014.0,0,1.79,0,0,2013-06-10 09:00:00
30154,30155,2013,6,10,10,48.0,16,20.0,1014.0,2,1.79,0,0,2013-06-10 10:00:00
30155,30156,2013,6,10,11,27.0,17,23.0,1014.0,1,1.79,0,0,2013-06-10 11:00:00
30156,30157,2013,6,10,12,29.0,14,25.0,1013.0,1,2.68,0,0,2013-06-10 12:00:00
30157,30158,2013,6,10,13,25.0,13,25.0,1012.0,1,4.47,0,0,2013-06-10 13:00:00
30158,30159,2013,6,10,14,22.0,14,26.0,1012.0,1,5.36,0,0,2013-06-10 14:00:00
30159,30160,2013,6,10,15,18.0,13,26.0,1011.0,1,6.25,0,0,2013-06-10 15:00:00
30160,30161,2013,6,10,16,16.0,12,25.0,1010.0,3,4.02,0,0,2013-06-10 16:00:00
30161,30162,2013,6,10,17,18.0,12,25.0,1011.0,3,5.81,0,0,2013-06-10 17:00:00
30162,30163,2013,6,10,18,21.0,12,24.0,1011.0,3,8.94,0,0,2013-06-10 18:00:00
30163,30164,2013,6,10,19,35.0,13,23.0,1010.0,3,12.07,0,0,2013-06-10 19:00:00
30164,30165,2013,6,10,20,33.0,15,22.0,1011.0,3,15.2,0,0,2013-06-10 20:00:00
30165,30166,2013,6,10,21,34.0,15,20.0,1011.0,3,16.99,0,0,2013-06-10 21:00:00
30166,30167,2013,6,10,22,41.0,16,20.0,1011.0,3,18.78,0,0,2013-06-10 22:00:00
30167,30168,2013,6,10,23,40.0,16,20.0,1011.0,3,20.57,0,0,2013-06-10 23:00:00
30168,30169,2013,6,11,0,40.0,16,19.0,1010.0,3,22.36,0,0,2013-06-11 00:00:00
30169,30170,2013,6,11,1,37.0,15,19.0,1010.0,1,0.89,0,0,2013-06-11 01:00:00
30170,30171,2013,6,11,2,42.0,16,18.0,1010.0,1,1.78,0,0,2013-06-11 02:00:00
30171,30172,2013,6,11,3,48.0,16,18.0,1009.0,2,1.79,0,0,2013-06-11 03:00:00
30172,30173,2013,6,11,4,51.0,16,18.0,1009.0,3,1.79,0,0,2013-06-11 04:00:00
30173,30174,2013,6,11,5,62.0,16,17.0,1009.0,1,0.89,0,0,2013-06-11 05:00:00
30174,30175,2013,6,11,6,64.0,16,18.0,1009.0,1,1.34,0,0,2013-06-11 06:00:00
30175,30176,2013,6,11,7,87.0,16,19.0,1009.0,1,1.79,0,0,2013-06-11 07:00:00
30176,30177,2013,6,11,8,86.0,16,20.0,1009.0,0,3.13,0,0,2013-06-11 08:00:00
30177,30178,2013,6,11,9,75.0,16,22.0,1009.0,2,3.13,0,0,2013-06-11 09:00:00
30178,30179,2013,6,11,10,70.0,16,22.0,1009.0,3,3.13,0,0,2013-06-11 10:00:00
30179,30180,2013,6,11,11,69.0,16,24.0,1008.0,3,6.26,0,0,2013-06-11 11:00:00
30180,30181,2013,6,11,12,81.0,16,25.0,1008.0,3,9.39,0,0,2013-06-11 12:00:00
30181,30182,2013,6,11,13,96.0,16,26.0,1007.0,3,13.41,0,0,2013-06-11 13:00:00
30182,30183,2013,6,11,14,107.0,16,26.0,1007.0,3,18.33,0,0,2013-06-11 14:00:00
30183,30184,2013,6,11,15,86.0,15,25.0,1006.0,3,22.35,0,0,2013-06-11 15:00:00
30184,30185,2013,6,11,16,98.0,15,24.0,1006.0,3,25.48,0,1,2013-06-11 16:00:00
30185,30186,2013,6,11,17,67.0,13,22.0,1005.0,1,3.13,0,0,2013-06-11 17:00:00
30186,30187,2013,6,11,18,20.0,15,24.0,1005.0,0,3.13,0,0,2013-06-11 18:00:00
30187,30188,2013,6,11,19,27.0,13,23.0,1006.0,3,4.02,0,0,2013-06-11 19:00:00
30188,30189,2013,6,11,20,41.0,12,21.0,1007.0,3,8.04,0,0,2013-06-11 20:00:00
30189,30190,2013,6,11,21,72.0,12,21.0,1008.0,3,12.96,0,0,2013-06-11 21:00:00
30190,30191,2013,6,11,22,55.0,13,18.0,1009.0,3,16.09,0,1,2013-06-11 22:00:00
30191,30192,2013,6,11,23,24.0,13,17.0,1009.0,2,1.79,0,0,2013-06-11 23:00:00
30192,30193,2013,6,12,0,22.0,13,18.0,1009.0,3,3.13,0,0,2013-06-12 00:00:00
30193,30194,2013,6,12,1,24.0,13,17.0,1009.0,1,0.89,0,0,2013-06-12 01:00:00
30194,30195,2013,6,12,2,24.0,12,15.0,1008.0,0,1.79,0,0,2013-06-12 02:00:00
30195,30196,2013,6,12,3,30.0,13,15.0,1008.0,1,0.45,0,0,2013-06-12 03:00:00
30196,30197,2013,6,12,4,33.0,13,14.0,1008.0,1,1.34,0,0,2013-06-12 04:00:00
30197,30198,2013,6,12,5,47.0,12,14.0,1008.0,1,2.23,0,0,2013-06-12 05:00:00
30198,30199,2013,6,12,6,61.0,14,15.0,1008.0,2,0.89,0,0,2013-06-12 06:00:00
30199,30200,2013,6,12,7,76.0,14,17.0,1009.0,1,0.89,0,0,2013-06-12 07:00:00
30200,30201,2013,6,12,8,59.0,15,19.0,1009.0,3,1.79,0,0,2013-06-12 08:00:00
30201,30202,2013,6,12,9,55.0,14,21.0,1009.0,1,0.89,0,0,2013-06-12 09:00:00
30202,30203,2013,6,12,10,50.0,14,23.0,1008.0,1,4.02,0,0,2013-06-12 10:00:00
30203,30204,2013,6,12,11,55.0,14,24.0,1008.0,3,3.13,0,0,2013-06-12 11:00:00
30204,30205,2013,6,12,12,65.0,14,25.0,1008.0,3,7.15,0,0,2013-06-12 12:00:00
30205,30206,2013,6,12,13,60.0,14,26.0,1007.0,3,10.28,0,0,2013-06-12 13:00:00
30206,30207,2013,6,12,14,65.0,15,27.0,1007.0,3,13.41,0,0,2013-06-12 14:00:00
30207,30208,2013,6,12,15,72.0,15,27.0,1006.0,3,17.43,0,0,2013-06-12 15:00:00
30208,30209,2013,6,12,16,83.0,15,26.0,1006.0,3,20.56,0,0,2013-06-12 16:00:00
30209,30210,2013,6,12,17,87.0,14,26.0,1006.0,3,24.58,0,0,2013-06-12 17:00:00
30210,30211,2013,6,12,18,83.0,14,26.0,1006.0,3,27.71,0,0,2013-06-12 18:00:00
30211,30212,2013,6,12,19,90.0,14,25.0,1006.0,3,30.84,0,0,2013-06-12 19:00:00
30212,30213,2013,6,12,20,101.0,15,23.0,1007.0,3,32.63,0,0,2013-06-12 20:00:00
30213,30214,2013,6,12,21,113.0,15,22.0,1007.0,3,35.76,0,0,2013-06-12 21:00:00
30214,30215,2013,6,12,22,101.0,15,22.0,1008.0,3,38.89,0,0,2013-06-12 22:00:00
30215,30216,2013,6,12,23,104.0,15,21.0,1008.0,3,39.78,0,0,2013-06-12 23:00:00
30216,30217,2013,6,13,0,93.0,15,20.0,1008.0,3,41.57,0,0,2013-06-13 00:00:00
30217,30218,2013,6,13,1,98.0,15,18.0,1008.0,1,0.89,0,0,2013-06-13 01:00:00
30218,30219,2013,6,13,2,110.0,15,17.0,1008.0,0,1.79,0,0,2013-06-13 02:00:00
30219,30220,2013,6,13,3,108.0,15,17.0,1008.0,2,0.89,0,0,2013-06-13 03:00:00
30220,30221,2013,6,13,4,111.0,15,17.0,1008.0,1,0.89,0,0,2013-06-13 04:00:00
30221,30222,2013,6,13,5,106.0,15,17.0,1008.0,1,1.78,0,0,2013-06-13 05:00:00
30222,30223,2013,6,13,6,109.0,16,18.0,1009.0,0,1.79,0,0,2013-06-13 06:00:00
30223,30224,2013,6,13,7,111.0,16,21.0,1009.0,2,1.79,0,0,2013-06-13 07:00:00
30224,30225,2013,6,13,8,112.0,15,22.0,1009.0,2,4.92,0,0,2013-06-13 08:00:00
30225,30226,2013,6,13,9,112.0,16,24.0,1009.0,1,1.79,0,0,2013-06-13 09:00:00
30226,30227,2013,6,13,10,110.0,16,25.0,1009.0,3,3.13,0,0,2013-06-13 10:00:00
30227,30228,2013,6,13,11,121.0,16,26.0,1009.0,3,4.92,0,0,2013-06-13 11:00:00
30228,30229,2013,6,13,12,125.0,16,27.0,1009.0,3,8.05,0,0,2013-06-13 12:00:00
30229,30230,2013,6,13,13,130.0,17,29.0,1008.0,3,11.18,0,0,2013-06-13 13:00:00
30230,30231,2013,6,13,14,134.0,17,29.0,1008.0,3,15.2,0,0,2013-06-13 14:00:00
30231,30232,2013,6,13,15,124.0,16,30.0,1007.0,3,20.12,0,0,2013-06-13 15:00:00
30232,30233,2013,6,13,16,109.0,15,30.0,1007.0,3,25.93,0,0,2013-06-13 16:00:00
30233,30234,2013,6,13,17,78.0,12,30.0,1006.0,3,29.95,0,0,2013-06-13 17:00:00
30234,30235,2013,6,13,18,90.0,14,30.0,1006.0,3,33.08,0,0,2013-06-13 18:00:00
30235,30236,2013,6,13,19,103.0,15,28.0,1006.0,3,34.87,0,0,2013-06-13 19:00:00
30236,30237,2013,6,13,20,103.0,18,25.0,1007.0,1,0.89,0,0,2013-06-13 20:00:00
30237,30238,2013,6,13,21,122.0,16,25.0,1007.0,3,3.13,0,0,2013-06-13 21:00:00
30238,30239,2013,6,13,22,97.0,13,25.0,1008.0,3,7.15,0,0,2013-06-13 22:00:00
30239,30240,2013,6,13,23,75.0,11,25.0,1008.0,3,11.17,0,0,2013-06-13 23:00:00
30240,30241,2013,6,14,0,80.0,10,25.0,1008.0,3,14.3,0,0,2013-06-14 00:00:00
30241,30242,2013,6,14,1,81.0,13,21.0,1008.0,3,16.09,0,0,2013-06-14 01:00:00
30242,30243,2013,6,14,2,70.0,11,22.0,1008.0,3,17.88,0,0,2013-06-14 02:00:00
30243,30244,2013,6,14,3,77.0,11,22.0,1008.0,3,21.01,0,0,2013-06-14 03:00:00
30244,30245,2013,6,14,4,80.0,11,21.0,1008.0,3,24.14,0,0,2013-06-14 04:00:00
30245,30246,2013,6,14,5,82.0,11,21.0,1009.0,3,27.27,0,0,2013-06-14 05:00:00
30246,30247,2013,6,14,6,83.0,12,21.0,1009.0,3,30.4,0,0,2013-06-14 06:00:00
30247,30248,2013,6,14,7,91.0,13,22.0,1009.0,3,33.53,0,0,2013-06-14 07:00:00
30248,30249,2013,6,14,8,94.0,13,24.0,1010.0,3,37.55,0,0,2013-06-14 08:00:00
30249,30250,2013,6,14,9,105.0,13,26.0,1009.0,3,40.68,0,0,2013-06-14 09:00:00
30250,30251,2013,6,14,10,115.0,14,27.0,1009.0,3,43.81,0,0,2013-06-14 10:00:00
30251,30252,2013,6,14,11,130.0,13,28.0,1009.0,3,46.94,0,0,2013-06-14 11:00:00
30252,30253,2013,6,14,12,143.0,14,30.0,1009.0,3,50.07,0,0,2013-06-14 12:00:00
30253,30254,2013,6,14,13,132.0,14,30.0,1008.0,3,54.09,0,0,2013-06-14 13:00:00
30254,30255,2013,6,14,14,119.0,14,31.0,1007.0,3,59.01,0,0,2013-06-14 14:00:00
30255,30256,2013,6,14,15,111.0,13,31.0,1007.0,3,63.93,0,0,2013-06-14 15:00:00
30256,30257,2013,6,14,16,127.0,14,31.0,1006.0,3,68.85,0,0,2013-06-14 16:00:00
30257,30258,2013,6,14,17,126.0,15,30.0,1006.0,3,73.77,0,0,2013-06-14 17:00:00
30258,30259,2013,6,14,18,132.0,15,29.0,1005.0,3,76.9,0,0,2013-06-14 18:00:00
30259,30260,2013,6,14,19,127.0,14,29.0,1006.0,3,80.03,0,0,2013-06-14 19:00:00
30260,30261,2013,6,14,20,131.0,14,27.0,1007.0,3,84.95,0,0,2013-06-14 20:00:00
30261,30262,2013,6,14,21,117.0,13,26.0,1007.0,3,88.97,0,0,2013-06-14 21:00:00
30262,30263,2013,6,14,22,115.0,13,24.0,1008.0,3,92.99,0,0,2013-06-14 22:00:00
30263,30264,2013,6,14,23,105.0,13,22.0,1008.0,3,94.78,0,0,2013-06-14 23:00:00
30264,30265,2013,6,15,0,103.0,13,22.0,1007.0,3,97.91,0,0,2013-06-15 00:00:00
30265,30266,2013,6,15,1,107.0,13,21.0,1007.0,2,1.79,0,0,2013-06-15 01:00:00
30266,30267,2013,6,15,2,101.0,13,19.0,1008.0,2,3.58,0,0,2013-06-15 02:00:00
30267,30268,2013,6,15,3,100.0,12,21.0,1007.0,3,3.13,0,0,2013-06-15 03:00:00
30268,30269,2013,6,15,4,69.0,12,20.0,1007.0,1,0.89,0,0,2013-06-15 04:00:00
30269,30270,2013,6,15,5,70.0,14,20.0,1008.0,3,1.79,0,0,2013-06-15 05:00:00
30270,30271,2013,6,15,6,69.0,14,20.0,1008.0,1,0.89,0,0,2013-06-15 06:00:00
30271,30272,2013,6,15,7,78.0,14,21.0,1008.0,3,3.13,0,0,2013-06-15 07:00:00
30272,30273,2013,6,15,8,93.0,14,22.0,1009.0,3,6.26,0,0,2013-06-15 08:00:00
30273,30274,2013,6,15,9,95.0,15,24.0,1009.0,3,8.05,0,0,2013-06-15 09:00:00
30274,30275,2013,6,15,10,108.0,15,25.0,1008.0,3,9.84,0,0,2013-06-15 10:00:00
30275,30276,2013,6,15,11,123.0,15,26.0,1008.0,3,11.63,0,0,2013-06-15 11:00:00
30276,30277,2013,6,15,12,129.0,15,28.0,1007.0,1,0.89,0,0,2013-06-15 12:00:00
30277,30278,2013,6,15,13,132.0,15,29.0,1006.0,3,1.79,0,0,2013-06-15 13:00:00
30278,30279,2013,6,15,14,141.0,16,30.0,1006.0,1,1.79,0,0,2013-06-15 14:00:00
30279,30280,2013,6,15,15,151.0,15,31.0,1006.0,3,1.79,0,0,2013-06-15 15:00:00
30280,30281,2013,6,15,16,144.0,16,31.0,1005.0,3,3.58,0,0,2013-06-15 16:00:00
30281,30282,2013,6,15,17,140.0,16,31.0,1005.0,3,6.71,0,0,2013-06-15 17:00:00
30282,30283,2013,6,15,18,148.0,18,30.0,1005.0,3,8.5,0,0,2013-06-15 18:00:00
30283,30284,2013,6,15,19,168.0,19,29.0,1005.0,3,10.29,0,0,2013-06-15 19:00:00
30284,30285,2013,6,15,20,197.0,19,28.0,1005.0,3,12.08,0,0,2013-06-15 20:00:00
30285,30286,2013,6,15,21,203.0,18,27.0,1006.0,3,15.21,0,0,2013-06-15 21:00:00
30286,30287,2013,6,15,22,157.0,16,26.0,1006.0,3,17.0,0,0,2013-06-15 22:00:00
30287,30288,2013,6,15,23,146.0,15,25.0,1006.0,3,18.79,0,0,2013-06-15 23:00:00
30288,30289,2013,6,16,0,148.0,16,24.0,1006.0,1,0.89,0,0,2013-06-16 00:00:00
30289,30290,2013,6,16,1,138.0,16,23.0,1005.0,1,1.78,0,0,2013-06-16 01:00:00
30290,30291,2013,6,16,2,147.0,16,23.0,1005.0,2,0.89,0,0,2013-06-16 02:00:00
30291,30292,2013,6,16,3,133.0,15,24.0,1004.0,3,1.79,0,0,2013-06-16 03:00:00
30292,30293,2013,6,16,4,131.0,16,23.0,1004.0,3,3.58,0,0,2013-06-16 04:00:00
30293,30294,2013,6,16,5,138.0,17,23.0,1004.0,3,5.37,0,0,2013-06-16 05:00:00
30294,30295,2013,6,16,6,140.0,17,23.0,1004.0,3,9.39,0,0,2013-06-16 06:00:00
30295,30296,2013,6,16,7,154.0,18,23.0,1004.0,3,11.18,0,0,2013-06-16 07:00:00
30296,30297,2013,6,16,8,152.0,18,23.0,1004.0,3,15.2,0,0,2013-06-16 08:00:00
30297,30298,2013,6,16,9,160.0,19,24.0,1004.0,3,16.99,0,0,2013-06-16 09:00:00
30298,30299,2013,6,16,10,165.0,19,24.0,1004.0,3,18.78,0,0,2013-06-16 10:00:00
30299,30300,2013,6,16,11,181.0,20,23.0,1003.0,3,20.57,0,1,2013-06-16 11:00:00
30300,30301,2013,6,16,12,196.0,20,23.0,1003.0,3,22.36,0,2,2013-06-16 12:00:00
30301,30302,2013,6,16,13,200.0,20,22.0,1003.0,0,3.13,0,3,2013-06-16 13:00:00
30302,30303,2013,6,16,14,201.0,20,21.0,1002.0,2,1.79,0,4,2013-06-16 14:00:00
30303,30304,2013,6,16,15,200.0,20,22.0,1002.0,2,3.58,0,0,2013-06-16 15:00:00
30304,30305,2013,6,16,16,198.0,20,22.0,1002.0,0,3.13,0,0,2013-06-16 16:00:00
30305,30306,2013,6,16,17,199.0,20,22.0,1001.0,0,6.26,0,0,2013-06-16 17:00:00
30306,30307,2013,6,16,18,205.0,20,22.0,1002.0,0,8.05,0,0,2013-06-16 18:00:00
30307,30308,2013,6,16,19,199.0,20,21.0,1002.0,0,11.18,0,1,2013-06-16 19:00:00
30308,30309,2013,6,16,20,209.0,20,22.0,1003.0,0,14.31,0,0,2013-06-16 20:00:00
30309,30310,2013,6,16,21,199.0,19,22.0,1004.0,0,17.44,0,0,2013-06-16 21:00:00
30310,30311,2013,6,16,22,190.0,20,22.0,1003.0,2,3.13,0,0,2013-06-16 22:00:00
30311,30312,2013,6,16,23,189.0,19,22.0,1003.0,2,8.05,0,1,2013-06-16 23:00:00
30312,30313,2013,6,17,0,163.0,19,22.0,1003.0,2,12.97,0,0,2013-06-17 00:00:00
30313,30314,2013,6,17,1,101.0,18,21.0,1003.0,2,16.99,0,0,2013-06-17 01:00:00
30314,30315,2013,6,17,2,50.0,17,21.0,1003.0,2,21.01,0,0,2013-06-17 02:00:00
30315,30316,2013,6,17,3,41.0,17,21.0,1003.0,2,25.03,0,0,2013-06-17 03:00:00
30316,30317,2013,6,17,4,43.0,17,21.0,1002.0,2,29.05,0,0,2013-06-17 04:00:00
30317,30318,2013,6,17,5,25.0,17,21.0,1003.0,0,1.79,0,0,2013-06-17 05:00:00
30318,30319,2013,6,17,6,17.0,17,21.0,1003.0,0,4.92,0,0,2013-06-17 06:00:00
30319,30320,2013,6,17,7,14.0,17,22.0,1003.0,0,6.71,0,0,2013-06-17 07:00:00
30320,30321,2013,6,17,8,16.0,17,24.0,1003.0,2,4.02,0,0,2013-06-17 08:00:00
30321,30322,2013,6,17,9,20.0,16,26.0,1003.0,2,8.04,0,0,2013-06-17 09:00:00
30322,30323,2013,6,17,10,8.0,16,27.0,1002.0,2,11.17,0,0,2013-06-17 10:00:00
30323,30324,2013,6,17,11,14.0,14,27.0,1002.0,2,12.96,0,0,2013-06-17 11:00:00
30324,30325,2013,6,17,12,18.0,15,27.0,1002.0,1,0.89,0,0,2013-06-17 12:00:00
30325,30326,2013,6,17,13,16.0,16,29.0,1001.0,3,1.79,0,0,2013-06-17 13:00:00
30326,30327,2013,6,17,14,17.0,14,30.0,1001.0,3,3.58,0,0,2013-06-17 14:00:00
30327,30328,2013,6,17,15,29.0,15,31.0,1000.0,1,3.13,0,0,2013-06-17 15:00:00
30328,30329,2013,6,17,16,39.0,15,31.0,1000.0,3,3.13,0,0,2013-06-17 16:00:00
30329,30330,2013,6,17,17,40.0,16,30.0,999.0,3,6.26,0,0,2013-06-17 17:00:00
30330,30331,2013,6,17,18,41.0,16,29.0,999.0,3,9.39,0,0,2013-06-17 18:00:00
30331,30332,2013,6,17,19,46.0,15,28.0,999.0,3,12.52,0,0,2013-06-17 19:00:00
30332,30333,2013,6,17,20,55.0,17,27.0,1000.0,3,16.54,0,0,2013-06-17 20:00:00
30333,30334,2013,6,17,21,57.0,17,27.0,1000.0,3,19.67,0,0,2013-06-17 21:00:00
30334,30335,2013,6,17,22,52.0,16,27.0,1000.0,3,22.8,0,0,2013-06-17 22:00:00
30335,30336,2013,6,17,23,52.0,15,27.0,1000.0,3,25.93,0,0,2013-06-17 23:00:00
30336,30337,2013,6,18,0,49.0,17,24.0,999.0,1,0.89,0,0,2013-06-18 00:00:00
30337,30338,2013,6,18,1,54.0,18,24.0,999.0,1,1.78,0,0,2013-06-18 01:00:00
30338,30339,2013,6,18,2,62.0,18,23.0,999.0,3,0.89,0,0,2013-06-18 02:00:00
30339,30340,2013,6,18,3,55.0,18,22.0,999.0,2,0.89,0,0,2013-06-18 03:00:00
30340,30341,2013,6,18,4,68.0,19,22.0,998.0,0,1.79,0,0,2013-06-18 04:00:00
30341,30342,2013,6,18,5,66.0,19,22.0,998.0,3,0.89,0,0,2013-06-18 05:00:00
30342,30343,2013,6,18,6,67.0,20,23.0,998.0,2,0.89,0,0,2013-06-18 06:00:00
30343,30344,2013,6,18,7,80.0,20,26.0,998.0,1,0.89,0,0,2013-06-18 07:00:00
30344,30345,2013,6,18,8,74.0,20,27.0,998.0,1,1.78,0,0,2013-06-18 08:00:00
30345,30346,2013,6,18,9,64.0,17,29.0,998.0,1,2.67,0,0,2013-06-18 09:00:00
30346,30347,2013,6,18,10,23.0,16,30.0,998.0,3,3.13,0,0,2013-06-18 10:00:00
30347,30348,2013,6,18,11,31.0,12,32.0,997.0,3,7.15,0,0,2013-06-18 11:00:00
30348,30349,2013,6,18,12,28.0,12,33.0,997.0,3,12.07,0,0,2013-06-18 12:00:00
30349,30350,2013,6,18,13,48.0,13,33.0,996.0,3,16.99,0,0,2013-06-18 13:00:00
30350,30351,2013,6,18,14,37.0,14,33.0,995.0,3,22.8,0,0,2013-06-18 14:00:00
30351,30352,2013,6,18,15,39.0,13,33.0,995.0,3,28.61,0,0,2013-06-18 15:00:00
30352,30353,2013,6,18,16,33.0,12,33.0,994.0,3,33.53,0,0,2013-06-18 16:00:00
30353,30354,2013,6,18,17,35.0,12,33.0,995.0,3,38.45,0,0,2013-06-18 17:00:00
30354,30355,2013,6,18,18,40.0,12,32.0,995.0,3,42.47,0,0,2013-06-18 18:00:00
30355,30356,2013,6,18,19,45.0,13,30.0,996.0,3,46.49,0,0,2013-06-18 19:00:00
30356,30357,2013,6,18,20,51.0,16,28.0,997.0,3,48.28,0,0,2013-06-18 20:00:00
30357,30358,2013,6,18,21,62.0,17,27.0,998.0,2,1.79,0,0,2013-06-18 21:00:00
30358,30359,2013,6,18,22,66.0,17,27.0,1000.0,3,1.79,0,0,2013-06-18 22:00:00
30359,30360,2013,6,18,23,75.0,18,25.0,1000.0,3,4.92,0,0,2013-06-18 23:00:00
30360,30361,2013,6,19,0,86.0,18,24.0,1001.0,3,6.71,0,0,2013-06-19 00:00:00
30361,30362,2013,6,19,1,76.0,18,23.0,1001.0,1,0.89,0,0,2013-06-19 01:00:00
30362,30363,2013,6,19,2,70.0,18,22.0,1002.0,1,1.78,0,0,2013-06-19 02:00:00
30363,30364,2013,6,19,3,69.0,18,21.0,1002.0,2,0.89,0,0,2013-06-19 03:00:00
30364,30365,2013,6,19,4,78.0,18,21.0,1002.0,3,0.89,0,0,2013-06-19 04:00:00
30365,30366,2013,6,19,5,86.0,18,21.0,1002.0,1,0.89,0,0,2013-06-19 05:00:00
30366,30367,2013,6,19,6,85.0,19,22.0,1003.0,1,1.34,0,0,2013-06-19 06:00:00
30367,30368,2013,6,19,7,89.0,19,25.0,1003.0,0,1.79,0,0,2013-06-19 07:00:00
30368,30369,2013,6,19,8,94.0,19,27.0,1003.0,0,4.92,0,0,2013-06-19 08:00:00
30369,30370,2013,6,19,9,67.0,19,30.0,1003.0,0,6.71,0,0,2013-06-19 09:00:00
30370,30371,2013,6,19,10,47.0,17,32.0,1003.0,0,9.84,0,0,2013-06-19 10:00:00
30371,30372,2013,6,19,11,34.0,13,32.0,1003.0,1,0.89,0,0,2013-06-19 11:00:00
30372,30373,2013,6,19,12,21.0,11,34.0,1003.0,1,4.02,0,0,2013-06-19 12:00:00
30373,30374,2013,6,19,13,22.0,11,35.0,1002.0,1,5.81,0,0,2013-06-19 13:00:00
30374,30375,2013,6,19,14,18.0,9,35.0,1002.0,2,1.79,0,0,2013-06-19 14:00:00
30375,30376,2013,6,19,15,20.0,8,36.0,1001.0,3,3.13,0,0,2013-06-19 15:00:00
30376,30377,2013,6,19,16,16.0,6,36.0,1001.0,0,1.79,0,0,2013-06-19 16:00:00
30377,30378,2013,6,19,17,16.0,9,35.0,1001.0,3,1.79,0,0,2013-06-19 17:00:00
30378,30379,2013,6,19,18,21.0,10,33.0,1001.0,3,3.58,0,0,2013-06-19 18:00:00
30379,30380,2013,6,19,19,36.0,13,31.0,1002.0,3,4.47,0,0,2013-06-19 19:00:00
30380,30381,2013,6,19,20,44.0,10,33.0,1002.0,3,7.6,0,0,2013-06-19 20:00:00
30381,30382,2013,6,19,21,48.0,12,32.0,1002.0,1,3.13,0,0,2013-06-19 21:00:00
